taxonid,kingdom_name,phylum_name,class_name,order_name,family_name,genus_name,scientific_name,taxonomic_authority,infra_rank,infra_name,population,category,main_common_name
31837,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,CALOPHYLLACEAE,Kayea,Kayea elegans,King,,,,LR/lc,
31838,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Castanopsis,Castanopsis wallichii,King ex Hook.f.,,,,VU,
31839,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Castanopsis,Castanopsis nephelioides,King ex Hook.f.,,,,NT,
31841,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,PHYLLANTHACEAE,Baccaurea,Baccaurea hookeri,Gage,,,,LR/cd,
31843,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,RUTACEAE,Citrus,Citrus halimii,B.C.Stone,,,,LC,
31844,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,Eugenia,Eugenia nemestrina,Hend.,,,,LR/lc,
31845,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,Syzygium,Syzygium linocieroideum,(King) I.M.Turner,,,,LR/nt,
31846,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,Eugenia,Eugenia glauca,King,,,,LR/lc,
31847,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,Syzygium,Syzygium flosculiferum,(M.R.Hend.) Sreek.,,,,LR/lc,
31848,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,Eugenia,Eugenia duthieana,King,,,,LR/lc,
31849,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,Syzygium,Syzygium conglomeratum,(Duthie) I.M.Turner,,,,LC,
31850,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,MYRISTICACEAE,Knema,Knema communis,Sincl.,,,,VU,
31851,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,THYMELAEACEAE,Gonystylus,Gonystylus confusus,A. Shaw,,,,LC,
31852,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SANTALALES,SANTALACEAE,Santalum,Santalum album,L.,,,,VU,Indian Sandalwood
31853,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,Stenostomum,Stenostomum aromaticum,(Cast.-Campos &amp; Lorence) Borhidi,,,,EN,
31854,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,SURIANACEAE,Recchia,Recchia simplicifolia,T.Wendt &amp; E.J.Lott,,,,EN,
31855,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,Elaeagia,Elaeagia uxpanapensis,Lorence,,,,EN,
31856,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,VIOLACEAE,Rinorea,Rinorea uxpanapana,Wendt,,,,EN,
31858,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,HUERTEALES,DIPENTODONTACEAE,Perrottetia,Perrottetia multiflora,Lund.,,,,LC,
31859,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,HUERTEALES,DIPENTODONTACEAE,Perrottetia,Perrottetia excelsa,Lund.,,,,DD,
31860,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,ANNONACEAE,Guatteria,Guatteria jefensis,Barringer,,,,EN,
31861,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,RUTACEAE,Zanthoxylum,Zanthoxylum flavum,Vahl.,,,,VU,West Indian Satinwood
31862,PLANTAE,TRACHEOPHYTA,PINOPSIDA,PINALES,ARAUCARIACEAE,Agathis,Agathis kinabaluensis,de Laub.,,,,EN,
31864,PLANTAE,TRACHEOPHYTA,PINOPSIDA,PINALES,ARAUCARIACEAE,Agathis,Agathis lenticula,de Laub.,,,,VU,
31865,PLANTAE,TRACHEOPHYTA,PINOPSIDA,PINALES,ARAUCARIACEAE,Agathis,Agathis orbicula,de Laub.,,,,EN,
31866,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CORNALES,CORNACEAE,Alangium,Alangium circulare,Stone &amp; Kochummen,,,,CR,
31867,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,APOCYNACEAE,Kopsia,Kopsia lancifolia,Markgraf,,,,VU,
31869,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,APOCYNACEAE,Kopsia,Kopsia tenuis,Leenh. &amp; Steenis,,,,EN,
31870,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,BIGNONIACEAE,Radermachera,Radermachera ramiflora,Steenis,,,,VU,
31871,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,BURSERACEAE,Canarium,Canarium divergens,Engl.,,,,LC,
31872,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,BURSERACEAE,Canarium,Canarium fuscocalycinum,Stapf ex Ridl.,,,,VU,
31873,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,BURSERACEAE,Canarium,Canarium kinabaluense,Leenh.,,,,LC,
31874,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,BURSERACEAE,Canarium,Canarium kostermansii,Leenh.,,,,LC,
31876,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,BURSERACEAE,Canarium,Canarium merrillii,Lam,,,,LC,
31877,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,BURSERACEAE,Dacryodes,Dacryodes elmeri,H.J.Lam,,,,VU,
31878,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,BURSERACEAE,Dacryodes,Dacryodes expansa,(Ridl.) H.J.Lam,,,,VU,
31879,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,BURSERACEAE,Haplolobus,Haplolobus beccarii,Husson,,,,VU,
31881,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,BURSERACEAE,Santiria,Santiria megaphylla,Kalkman,,,,LC,
31882,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,BURSERACEAE,Santiria,Santiria mollis,Engl.,,,,LC,
31883,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CELASTRALES,CELASTRACEAE,Kokoona,Kokoona ovatolanceolata,Ridl.,,,,LC,
31884,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CELASTRALES,CELASTRACEAE,Lophopetalum,Lophopetalum glabrum,Ding Hou,,,,LC,
31886,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CELASTRALES,CELASTRACEAE,Lophopetalum,Lophopetalum sessilifolium,Ridl.,,,,VU,
31887,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CELASTRALES,CELASTRACEAE,Microtropis,Microtropis rigida,Ridl.,,,,DD,
31888,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CELASTRALES,CELASTRACEAE,Sarawakodendron,Sarawakodendron filamentosum,Ding Hou,,,,EN,
31889,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,CHRYSOBALANACEAE,Parinari,Parinari metallica,Kosterm.,,,,VU,
31891,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,OXALIDALES,CONNARACEAE,Ellipanthus,Ellipanthus beccarii var. beccarii,,var.,beccarii,,VU,
31892,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CORNALES,NYSSACEAE,Mastixia,Mastixia eugenioides,C. Matthew,,,,LC,
31893,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CORNALES,NYSSACEAE,Mastixia,Mastixia glauca,C. Matthew,,,,VU,
31894,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,DIPTEROCARPACEAE,Anisoptera,Anisoptera reticulata,P.S.Ashton,,,,EN,
31895,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,DIPTEROCARPACEAE,Dipterocarpus,Dipterocarpus cuspidatus,Ashton,,,,CR,
31896,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,DIPTEROCARPACEAE,Hopea,Hopea aequalis,P.S.Ashton,,,,EN,
31897,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,DIPTEROCARPACEAE,Hopea,Hopea altocollina,P.S.Ashton,,,,EN,
31898,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,DIPTEROCARPACEAE,Hopea,Hopea andersonii subsp. basalticola,P.S.Ashton,subsp.,basalticola,,CR,
31899,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,DIPTEROCARPACEAE,Hopea,Hopea centipeda,P.S.Ashton,,,,EN,
31900,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,DIPTEROCARPACEAE,Hopea,Hopea depressinerva,P.S.Ashton,,,,CR,
31901,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,DIPTEROCARPACEAE,Hopea,Hopea enicosanthoides,P.S.Ashton,,,,EN,
31902,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,DIPTEROCARPACEAE,Hopea,Hopea fluvialis,P.S.Ashton,,,,NT,
31903,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,DIPTEROCARPACEAE,Hopea,Hopea kerangasensis,P.S.Ashton,,,,VU,
31904,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,DIPTEROCARPACEAE,Hopea,Hopea longirostrata,P.S.Ashton,,,,EN,
31905,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,DIPTEROCARPACEAE,Hopea,Hopea megacarpa,P.S.Ashton,,,,EN,
31906,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,DIPTEROCARPACEAE,Hopea,Hopea mesuoides,P.S.Ashton,,,,LC,
31907,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,DIPTEROCARPACEAE,Hopea,Hopea pentanervia,Symington ex G.H.S. Wood,,,,VU,
31908,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,DIPTEROCARPACEAE,Hopea,Hopea pterygota,P.S.Ashton,,,,LC,
31909,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,DIPTEROCARPACEAE,Hopea,Hopea tenuivervula,P.S.Ashton,,,,NT,
31910,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,DIPTEROCARPACEAE,Shorea,Shorea agami,P.S.Ashton,,,,NT,White Meranti
31911,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,DIPTEROCARPACEAE,Shorea,Shorea alutacea,P.S.Ashton,,,,EN,
31912,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,DIPTEROCARPACEAE,Shorea,Shorea argentifolia,Symington,,,,LC,Dark Red Meranti
31913,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,DIPTEROCARPACEAE,Shorea,Shorea bakoensis,P.S.Ashton,,,,VU,
31914,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,DIPTEROCARPACEAE,Shorea,Shorea brunnescens,P.S.Ashton,,,,EN,
31915,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,DIPTEROCARPACEAE,Shorea,Shorea carapae,P.S.Ashton,,,,NT,Red Balau
31916,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,DIPTEROCARPACEAE,Shorea,Shorea cordata,P.S.Ashton,,,,EN,
31917,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,DIPTEROCARPACEAE,Shorea,Shorea cuspidata,P.S.Ashton,,,,VU,
31918,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,DIPTEROCARPACEAE,Shorea,Shorea foraminifera,P.S.Ashton,,,,CR,
31919,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,DIPTEROCARPACEAE,Shorea,Shorea iliasii,P.S.Ashton,,,,CR,Yellow Meranti
31920,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,DIPTEROCARPACEAE,Shorea,Shorea lunduensis,P.S.Ashton,,,,NT,
31921,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,DIPTEROCARPACEAE,Shorea,Shorea macrobalanos,P.S.Ashton,,,,VU,Yellow Meranti
31922,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,DIPTEROCARPACEAE,Shorea,Shorea mujongensis,P.S.Ashton,,,,VU,
31923,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,DIPTEROCARPACEAE,Shorea,Shorea pallidifolia,P.S.Ashton,,,,EN,Red Meranti
31924,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,DIPTEROCARPACEAE,Shorea,Shorea polyandra,P.S.Ashton,,,,VU,Yellow Meranti
31925,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,DIPTEROCARPACEAE,Shorea,Shorea praestans,P.S.Ashton,,,,CR,Light Red Meranti
31926,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,DIPTEROCARPACEAE,Shorea,Shorea pubistyla,P.S.Ashton,,,,LC,
31927,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,DIPTEROCARPACEAE,Shorea,Shorea rotundifolia,P.S.Ashton,,,,CR,Light Red Meranti
31928,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,DIPTEROCARPACEAE,Shorea,Shorea sagittata,P.S.Ashton,,,,NT,Light Red Meranti
31929,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,DIPTEROCARPACEAE,Shorea,Shorea superba,Symington,,,,VU,
31930,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,DIPTEROCARPACEAE,Shorea,Shorea symingtonii,G.H.S.Wood,,,,VU,White Meranti
31931,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,DIPTEROCARPACEAE,Vatica,Vatica badiifolia,P.S.Ashton,,,,VU,
31932,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,DIPTEROCARPACEAE,Vatica,Vatica brunigii,P.S.Ashton,,,,NT,
31933,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,DIPTEROCARPACEAE,Vatica,Vatica compressa,P.S.Ashton,,,,VU,
31934,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,DIPTEROCARPACEAE,Vatica,Vatica congesta,P.S.Ashton,,,,EN,
31935,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,DIPTEROCARPACEAE,Vatica,Vatica globosa,P.S.Ashton,,,,EN,
31936,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,DIPTEROCARPACEAE,Vatica,Vatica rotata,P.S.Ashton,,,,EN,
31937,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,DIPTEROCARPACEAE,Vatica,Vatica rynchocarpa,P.S.Ashton,,,,EN,
31938,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,MYRISTICACEAE,Horsfieldia,Horsfieldia fragillima,Airy Shaw,,,,VU,
31939,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,MYRISTICACEAE,Horsfieldia,Horsfieldia motleyi,Warb.,,,,VU,
31940,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,MYRISTICACEAE,Horsfieldia,Horsfieldia paucinervis,Warb.,,,,VU,
31941,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,MYRISTICACEAE,Horsfieldia,Horsfieldia reticulata,Warb.,,,,NT,
31942,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,MYRISTICACEAE,Horsfieldia,Horsfieldia rufolanata,Airy Shaw,,,,VU,
31943,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,MYRISTICACEAE,Horsfieldia,Horsfieldia sabulosa,James Sincl.,,,,VU,
31944,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,MYRISTICACEAE,Knema,Knema elmeri,Merr.,,,,LC,
31945,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,MYRISTICACEAE,Knema,Knema kinabaluensis,Sinclair,,,,LC,
31946,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,MYRISTICACEAE,Knema,Knema kostermansiana,W.J.de Wilde,,,,VU,
31947,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,MYRISTICACEAE,Knema,Knema linguiformis,(J.Sinclair) W.J.de Wilde,,,,LC,
31948,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,MYRISTICACEAE,Knema,Knema lunduensis,(J.Sinclair) W.J.de Wilde,,,,LC,
31949,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,MYRISTICACEAE,Knema,Knema luteola,W.J.de Wilde,,,,LC,
31950,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,MYRISTICACEAE,Knema,Knema mamillata,W.J.de Wilde,,,,EN,
31951,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,MYRISTICACEAE,Knema,Knema muscosa,Sinclair,,,,VU,
31952,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,MYRISTICACEAE,Knema,Knema oblongata subsp. oblongata,,subsp.,oblongata,,LR/lc,
31953,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,MYRISTICACEAE,Knema,Knema pectinata subsp. pectinata,,subsp.,pectinata,,LR/nt,
31954,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,MYRISTICACEAE,Knema,Knema pedicellata,W.J.de Wilde,,,,NT,
31955,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,MYRISTICACEAE,Knema,Knema piriformis,de Wilde,,,,VU,
31956,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,MYRISTICACEAE,Knema,Knema psilantha,de Wilde,,,,VU,
31957,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,MYRISTICACEAE,Knema,Knema pubiflora,W.J.de Wilde,,,,EN,
31958,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,MYRISTICACEAE,Knema,Knema rufa,Warb.,,,,VU,
31959,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,MYRISTICACEAE,Knema,Knema sericea,de Wilde,,,,VU,
31960,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,MYRISTICACEAE,Knema,Knema uliginosa,J.Sinclair,,,,CR,
31961,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,MYRISTICACEAE,Knema,Knema woodii,J.Sinclair,,,,LC,
31962,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,OXALIDALES,OXALIDACEAE,Sarcotheca,Sarcotheca ochracea,Hallier f.,,,,VU,
31965,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CROSSOSOMATALES,STAPHYLEACEAE,Dalrympelea,Dalrympelea nitida,(Merr. &amp; L.M.Perry) Nor-Ezzaw.,,,,LC,
31966,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CROSSOSOMATALES,STAPHYLEACEAE,Dalrympelea,Dalrympelea stipulacea,(B.L.Linden) Nor-Ezzaw.,,,,VU,
31967,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,THYMELAEACEAE,Gonystylus,Gonystylus calophylloides,Airy Shaw,,,,NT,
31968,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,THYMELAEACEAE,Gonystylus,Gonystylus glaucescens,Airy Shaw,,,,CR,
31969,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,DIPTEROCARPACEAE,Shorea,Shorea dealbata,Foxw.,,,,VU,White Meranti
31970,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,DIPTEROCARPACEAE,Shorea,Shorea foxworthyi,Symington,,,,VU,
31971,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,DIPTEROCARPACEAE,Shorea,Shorea lamellata,Foxw.,,,,EN,White Meranti
31972,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,DIPTEROCARPACEAE,Shorea,Shorea materialis,Ridl.,,,,EN,
31973,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,DIPTEROCARPACEAE,Shorea,Shorea peltata,Symington,,,,VU,Yellow Meranti
31974,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,DIPTEROCARPACEAE,Shorea,Shorea resinosa,Foxw.,,,,VU,White Meranti
31975,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,DIPTEROCARPACEAE,Vatica,Vatica nitens,King,,,,NT,
31976,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,DIPTEROCARPACEAE,Vatica,Vatica perakensis,King,,,,VU,
31977,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,THEACEAE,Gordonia,Gordonia singaporeana,Wall. ex Ridley,,,,VU,
31978,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CUCURBITALES,ANISOPHYLLEACEAE,Anisophyllea,Anisophyllea griffithii,Oliv.,,,,NT,
31979,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,Eugenia,Eugenia pendens,Duthie,,,,LR/lc,
31980,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,Eugenia,Eugenia pauper,Ridl.,,,,LR/lc,
31981,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,Eugenia,Eugenia oblongifolia,Duthie,,,,LR/lc,
31982,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,Eugenia,Eugenia ngadimaniana,M.R. Henderson,,,,VU,
31984,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Trigonobalanus,Trigonobalanus doichangensis,(A.Camus) Forman,,,,EN,
31985,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,APOCYNACEAE,Alstonia,Alstonia rupestris,Kerr,,,,LR/lc,
31986,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,MYRISTICACEAE,Knema,Knema pallens,de Wilde,,,,LC,
31987,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,ERICACEAE,Diplycosia,Diplycosia pilosa,Blume,,,,EN,
31988,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,ERICACEAE,Rhododendron,Rhododendron album,Blume,,,,VU,
31989,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Lithocarpus,Lithocarpus crassinervius,(Blume) Rehder,,,,NT,
31990,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Lithocarpus,Lithocarpus indutus,(Blume) Rehder,,,,NT,
31992,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,ARALIACEAE,Macropanax,Macropanax concinnus,Miq.,,,,VU,
31993,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,BURSERACEAE,Canarium,Canarium kipella,(Blume) Miq.,,,,EN,
31994,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,ERICACEAE,Rhododendron,Rhododendron loerzingii,J.J. Smith,,,,VU,
31995,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,ERICACEAE,Rhododendron,Rhododendron wilhelminae,Hochr.,,,,CR,
31996,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Lithocarpus,Lithocarpus kostermansii,Soepadmo,,,,EN,
31997,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Lithocarpus,Lithocarpus platycarpus,(Blume) Rehder,,,,EN,
31998,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,MYRISTICACEAE,Myristica,Myristica teysmannii,Miq.,,,,EN,
31999,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,SYMPLOCACEAE,Symplocos,Symplocos junghuhnii,Koord.,,,,EN,
32000,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Heliciopsis,Heliciopsis lanceolata,(Koord. &amp; Valeton) Sleumer,,,,EN,
32001,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,COMBRETACEAE,Terminalia,Terminalia kangeanensis,Slooten,,,,VU,
32002,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,MALVACEAE,Heritiera,Heritiera longipetiolata,Kaneh.,,,,VU,
32003,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,MELIACEAE,Aglaia,Aglaia mariannensis,Merr.,,,,VU,
32004,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,MYRISTICACEAE,Knema,Knema bengalensis,de Wilde,,,,VU,
32005,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,DEGENERIACEAE,Degeneria,Degeneria vitiensis,I.W.Bailey &amp; A.C.Smith,,,,LC,
32006,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,LOGANIACEAE,Geniostoma,Geniostoma astylum,A.Gray,,,,LC,
32007,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,Ateleia,Ateleia popenoei,Correll,,,,CR,
32008,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,EUPHORBIACEAE,Koilodepas,Koilodepas calycinum,Bedd.,,,,EN,
32009,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,ANACARDIACEAE,Semecarpus,Semecarpus auriculatus,Bedd.,,,,LR/nt,
